IBGE,Municipio,Population,Date,TotalVaccinations,PeopleVaccinated,PeopleFullyVaccinated
3510708,Cardoso,12371,2021-11-13,21625,10653,9963
3510807,Casa Branca,30655,2021-11-13,42681,22203,19173
3510906,Cássia dos Coqueiros,2488,2021-11-13,5701,2928,2639
3511201,Catiguá,7905,2021-11-13,14704,7170,6870
3511607,Cesário Lange,18595,2021-11-13,29426,15203,13798
3512308,Conchas,18138,2021-11-13,28202,14438,12788
3512407,Cordeirópolis,25116,2021-11-13,43155,22148,19848
3512704,Corumbataí,4072,2021-11-13,7873,3939,3627
3512902,Cosmorama,7289,2021-11-13,16547,8067,7623
3513207,Cristais Paulista,8803,2021-11-13,17435,8973,8034
3513603,Cunha,21373,2021-11-13,39318,19854,18287
3513702,Descalvado,34097,2021-11-13,60063,28520,28381
3513900,Divinolândia,11027,2021-11-13,22404,10763,10472
3514007,Dobrada,9088,2021-11-13,14362,7579,6603
3514106,Dois Córregos,27704,2021-11-13,43979,22244,20314
3514205,Dolcinópolis,2108,2021-11-13,4625,2200,2119
3514502,Duartina,12421,2021-11-13,27366,13402,12867
3514601,Dumont,10174,2021-11-13,17784,9237,8149
3514700,Echaporã,6026,2021-11-13,11493,5724,5094
3514908,Elias Fausto,18095,2021-11-13,33331,17107,15514
3515194,Espírito Santo do Turvo,4926,2021-11-13,7800,3921,3660
3515202,Estrela d'Oeste,8420,2021-11-13,20434,10220,9322
3515350,Euclides da Cunha Paulista,9280,2021-11-13,15461,8112,6914
3515657,Fernão,1739,2021-11-13,3999,1963,1836
3515806,Flora Rica,1397,2021-11-13,3744,1790,1763
3516101,Florínea,2631,2021-11-13,8829,4427,4064
3516606,Gália,6419,2021-11-13,12399,5903,5700
3516705,Garça,44429,2021-11-13,72008,36175,33041
3516853,Gavião Peixoto,4841,2021-11-13,8452,4290,3990
3516903,General Salgado,10855,2021-11-13,22726,11243,10331
3517000,Getulina,11485,2021-11-13,17836,9005,8160
3517208,Guaiçara,12416,2021-11-13,18765,9487,8813
3517307,Guaimbê,5806,2021-11-13,10681,5374,4965
3517604,Guapiara,16896,2021-11-13,30289,15938,13789
3517802,Guaraçaí,8258,2021-11-13,14787,7108,6913
3518206,Guararapes,33257,2021-11-13,52706,25918,24627
3518859,Guatapará,7760,2021-11-13,13945,6872,6645
3519006,Herculândia,9649,2021-11-13,19480,10370,8587
3519055,Holambra,15605,2021-11-13,19146,9883,8902
3519105,Iacanga,12002,2021-11-13,22170,10548,10708
3519501,Ibirarema,7926,2021-11-13,9719,4693,4498
3519808,Icém,8363,2021-11-13,15526,7721,7265
3519907,Iepê,8228,2021-11-13,15928,7576,7573
3520202,Igaratá,9631,2021-11-13,17336,8645,8151
3521101,Ipeúna,7824,2021-11-13,8202,4252,3758
3521606,Irapuru,8356,2021-11-13,12034,5723,5670
3521705,Itaberá,17405,2021-11-13,32780,15545,15849
3521903,Itajobi,15331,2021-11-13,27903,13320,13088
3522158,Itaoca,3332,2021-11-13,5918,2884,2709
3522653,Itapirapuã Paulista,4294,2021-11-13,6713,3396,3169
3523305,Itariri,17754,2021-11-13,21970,11240,10044
3523701,Itirapuã,6587,2021-11-13,11332,5740,5244
3524600,Jacupiranga,17911,2021-11-13,29974,15663,13359
3524907,Jambeiro,6828,2021-11-13,8894,4491,4138
3525508,Joanópolis,13453,2021-11-13,19862,10047,9137
3525805,Júlio Mesquita,4824,2021-11-13,7529,3726,3523
3525854,Jumirim,3467,2021-11-13,6020,3125,2795
3526001,Junqueirópolis,20978,2021-11-13,40123,19463,18946
3526308,Lagoinha,4882,2021-11-13,11184,5121,5507
3526506,Lavínia,12581,2021-11-13,11957,5928,5697
3527603,Luís Antônio,15628,2021-11-13,20784,10634,9738
3528106,Macaubal,8174,2021-11-13,15135,7508,6946
3528304,Magda,3086,2021-11-13,6504,3133,3029
3528403,Mairinque,47723,2021-11-13,73667,39298,32946
3528700,Marabá Paulista,6039,2021-11-13,7156,3549,3333
3528809,Maracaí,14069,2021-11-13,22130,11092,10252
3529302,Matão,84069,2021-11-13,141327,71301,65497
3529500,Mendonça,5638,2021-11-13,12784,6235,5976
3529658,Mesópolis,1903,2021-11-13,4567,2225,2048
3529807,Mineiros do Tietê,13023,2021-11-13,21875,10863,10234
3529906,Miracatu,19511,2021-11-13,30673,15893,13946
3530300,Mirassol,60768,2021-11-13,90072,44158,42819
3531209,Monte Alegre do Sul,8181,2021-11-13,11715,5805,5447
3531605,Monte Castelo,4166,2021-11-13,8177,3915,3952
3532058,Motuca,4831,2021-11-13,6930,3327,3342
3532157,Nantes,3215,2021-11-13,7517,3664,3659
3532207,Narandiba,4950,2021-11-13,12676,6615,5844
3532504,Neves Paulista,8917,2021-11-13,17571,8300,8077
3532603,Nhandeara,11575,2021-11-13,19439,9233,8925
3532702,Nipoã,5381,2021-11-13,8488,4403,3905
3532827,Nova Campina,9962,2021-11-13,16234,8109,7846
3532843,Nova Canaã Paulista,1824,2021-11-13,5140,2506,2353
3533106,Nova Guataporanga,2333,2021-11-13,5101,2598,2337
3533205,Nova Independência,4135,2021-11-13,10158,5172,4735
3533601,Nuporanga,7522,2021-11-13,11662,5736,5404
3533908,Olímpia,55477,2021-11-13,83115,40877,39008
3534005,Onda Verde,4462,2021-11-13,10776,5367,5065
3534203,Orindiúva,7318,2021-11-13,14013,6982,6708
3534757,Ouroeste,10712,2021-11-13,20573,10204,9551
3535200,Palmeira d'Oeste,9173,2021-11-13,20463,9479,9711
3535309,Palmital,22322,2021-11-13,40450,19607,18666
3535705,Paraíso,6536,2021-11-13,10691,4771,5436
3535903,Paranapuã,4112,2021-11-13,8337,4049,3879
3536109,Pardinho,6579,2021-11-13,13072,6700,5904
3536208,Pariquera-Açu,19797,2021-11-13,33264,16598,15045
3536307,Patrocínio Paulista,14941,2021-11-13,21980,11012,10263
3536406,Paulicéia,7540,2021-11-13,14101,6973,6767
3536604,Paulo de Faria,8973,2021-11-13,16272,7868,7536
3537008,Pedregulho,16876,2021-11-13,33256,16127,15878
3537206,Pedro de Toledo,11507,2021-11-13,18340,9443,8155
3537701,Piacatu,6093,2021-11-13,9041,4478,4169
3537800,Piedade,55731,2021-11-13,86511,46015,39145
3537909,Pilar do Sul,29612,2021-11-13,51470,25906,24304
3538303,Piquerobi,3706,2021-11-13,6465,3192,2927
3538600,Piracaia,27617,2021-11-13,45085,22282,21406
3539400,Piratininga,13890,2021-11-13,28005,14518,12658
3539608,Planalto,5370,2021-11-13,8856,4272,4275
3539707,Platina,3606,2021-11-13,5152,2511,2399
3539905,Poloni,6166,2021-11-13,12963,6163,6138
3540309,Pontes Gestal,2576,2021-11-13,4436,2146,2095
3540408,Populina,4136,2021-11-13,8260,3913,3855
3540507,Porangaba,10205,2021-11-13,22762,11330,10571
3540754,Potim,25603,2021-11-13,27220,14046,12311
3540853,Pracinha,4327,2021-11-13,4348,2172,2064
3540903,Pradópolis,22239,2021-11-13,29924,15411,14043
3541059,Pratânia,5371,2021-11-13,11326,5702,5398
3541109,Presidente Alves,4067,2021-11-13,8137,4002,3748
3542008,Quintana,6736,2021-11-13,13717,6710,6481
3542206,Rancharia,29743,2021-11-13,55970,27678,26323
3542404,Regente Feijó,20523,2021-11-13,39997,19735,19029
3542701,Restinga,7762,2021-11-13,14798,7291,7144
3542800,Ribeira,3320,2021-11-13,5743,2861,2612
3543253,Ribeirão Grande,7686,2021-11-13,17200,8116,8827
3543501,Riversul,5364,2021-11-13,11389,5503,5507
3544202,Riolândia,12856,2021-11-13,15622,8296,7007
3544301,Roseira,10888,2021-11-13,21458,10661,10163
3544509,Rubinéia,3191,2021-11-13,9288,4723,4257
3544608,Sabino,5638,2021-11-13,9912,4985,4486
3544707,Sagres,2427,2021-11-13,4561,2320,2053
3544806,Sales,6481,2021-11-13,9038,4217,4324
3545001,Salesópolis,17363,2021-11-13,29001,14760,13468
3545159,Saltinho,8498,2021-11-13,18687,9849,8581
3545308,Salto de Pirapora,46285,2021-11-13,64732,33367,29523
3545506,Sandovalina,4405,2021-11-13,7838,3933,3577
3546702,Santa Gertrudes,27850,2021-11-13,37014,19192,17072
3547106,Santa Mercedes,2947,2021-11-13,6254,3215,2856
3547908,Santo Antônio da Alegria,7024,2021-11-13,13853,6699,6296
3548054,Santo Antônio do Aracanguá,8541,2021-11-13,11910,5836,5654
3549003,São Francisco,2813,2021-11-13,5493,2549,2505
3549508,São José da Bela Vista,8991,2021-11-13,13516,6715,6396
3549607,São José do Barreiro,4141,2021-11-13,5610,2797,2551
3550209,São Miguel Arcanjo,33071,2021-11-13,53443,27416,24729
3550506,São Pedro do Turvo,7724,2021-11-13,15525,7738,7134
3550902,São Simão,15446,2021-11-13,25630,12630,11978
3551108,Sarapuí,10493,2021-11-13,13488,7005,6228
3551801,Sete Barras,12731,2021-11-13,22983,12474,10072
3551900,Severínia,17820,2021-11-13,24113,12187,11170
3552007,Silveiras,6375,2021-11-13,8875,4270,4192
3552304,Sud Mennucci,7738,2021-11-13,14166,6956,6492
3552908,Taciba,6371,2021-11-13,10595,5345,4963
3553203,Taiúva,5562,2021-11-13,13835,6813,6434
3553302,Tambaú,23255,2021-11-13,39136,19916,17917
3553807,Taquarituba,23292,2021-11-13,42605,21132,20012
3553955,Tarumã,15361,2021-11-13,25958,12924,12546
3554201,Tejupá,4452,2021-11-13,7302,3654,3401
3554706,Torrinha,10100,2021-11-13,15645,7619,7333
3554805,Tremembé,48228,2021-11-13,67976,34672,31206
3555000,Tupã,65615,2021-11-13,124891,61300,58029
3555109,Tupi Paulista,15670,2021-11-13,34557,16939,16268
3555356,Ubarana,6488,2021-11-13,9573,4740,4579
3556008,Urupês,13965,2021-11-13,25419,12019,12003
3556354,Vargem,10842,2021-11-13,18992,9650,8620
3556602,Vera Cruz,10804,2021-11-13,17165,8306,7840
3556909,Vista Alegre do Alto,9163,2021-11-13,14885,7404,7054
3557204,Chavantes,12418,2021-11-13,18857,8187,9845
3557303,Estiva Gerbi,11507,2021-11-13,15313,8007,7005
4100103,Abatiá,7360,2021-11-13,11580,5989,5112
4100202,Adrianópolis,5797,2021-11-13,11254,6396,4512
4100459,Altamira do Paraná,1429,2021-11-13,6535,3446,2940
4100608,Alto Paraná,14945,2021-11-13,18173,10144,7867
4101101,Andirá,19823,2021-11-13,29486,15559,12974
4101150,Ângulo,2931,2021-11-13,5051,2659,2332
4101309,Antônio Olinto,7421,2021-11-13,11168,5768,5113
4101655,Arapuã,2951,2021-11-13,6023,3080,2640
4101705,Araruna,14029,2021-11-13,20248,11067,8648
4101853,Ariranha do Ivaí,2026,2021-11-13,4494,2258,2039
4101903,Assaí,14792,2021-11-13,22432,12703,9642
4102752,Bela Vista da Caroba,3404,2021-11-13,6293,3245,2890
4102802,Bela Vista do Paraíso,15400,2021-11-13,22636,11835,9725
4103008,Boa Esperança,3991,2021-11-13,6730,3769,3055
4103024,Boa Esperança do Iguaçu,2437,2021-11-13,3152,1717,1331
4103354,Braganey,5338,2021-11-13,6916,3733,2974
4103370,Brasilândia do Sul,2521,2021-11-13,5740,3046,2546
4103404,Cafeara,2973,2021-11-13,4903,2487,2196
4103602,Cambará,25569,2021-11-13,37153,19445,16518
4103909,Campina da Lagoa,13888,2021-11-13,22304,12085,9450
4104006,Campina Grande do Sul,44072,2021-11-13,56235,31605,23485
4104055,Campo Bonito,3694,2021-11-13,5491,2982,2423
4104253,Campo Magro,30151,2021-11-13,38526,21309,16508
4104428,Candói,16126,2021-11-13,20005,11402,8494
4104501,Capanema,19172,2021-11-13,28194,15612,11954
4104709,Carlópolis,14391,2021-11-13,21618,11588,9200
4105003,Catanduvas,10144,2021-11-13,10248,5451,4434
4105102,Centenário do Sul,10704,2021-11-13,15957,8438,7183
4105201,Cerro Azul,17884,2021-11-13,24050,13793,10406
4105300,Céu Azul,11872,2021-11-13,18949,10286,8229
4105607,Cidade Gaúcha,12939,2021-11-13,18455,10045,8009
4105706,Clevelândia,16344,2021-11-13,20056,10959,8505
4106001,Congonhinhas,8896,2021-11-13,12087,6774,5320
4106100,Conselheiro Mairinck,3891,2021-11-13,5869,3071,2548
4106456,Coronel Domingos Soares,7538,2021-11-13,10529,5886,4515
4106571,Cruzeiro do Iguaçu,4229,2021-11-13,7166,3941,3004
4106803,Cruz Machado,18772,2021-11-13,24891,13368,11003
4107108,Diamante do Norte,4975,2021-11-13,8593,4540,3770
4107157,Diamante D'Oeste,5279,2021-11-13,8103,4341,3406
4107306,Doutor Camargo,5987,2021-11-13,10938,5441,4931
4107405,Enéas Marques,5906,2021-11-13,11125,6046,4953
4107504,Engenheiro Beltrão,13962,2021-11-13,19531,10337,8729
4107546,Espigão Alto do Iguaçu,3980,2021-11-13,5459,3004,2252
4107736,Fernandes Pinheiro,5561,2021-11-13,9419,5091,4198
4107801,Floraí,4883,2021-11-13,9458,4744,4265
4107850,Flor da Serra do Sul,4583,2021-11-13,8338,4295,3769
4108320,Francisco Alves,5942,2021-11-13,11127,6169,4993
4108502,General Carneiro,13661,2021-11-13,14768,8215,6308
4108957,Guamiranga,8881,2021-11-13,13768,7705,6009
4109005,Guapirama,3767,2021-11-13,7611,4141,3382
4109104,Guaporema,2239,2021-11-13,3701,1909,1610
4109302,Guaraniaçu,11969,2021-11-13,21161,11379,9351
4109500,Guaraqueçaba,7554,2021-11-13,10541,5966,4322
4109708,Ibaiti,31854,2021-11-13,44562,24526,19213
4109757,Ibema,6387,2021-11-13,7578,3977,3398
4110003,Iguaraçu,4475,2021-11-13,6965,3859,2901
4110078,Imbaú,13449,2021-11-13,12822,7791,5188
4110102,Imbituva,33306,2021-11-13,36631,21696,14925
4110409,Indianópolis,4472,2021-11-13,7270,3841,3247
4110508,Ipiranga,15327,2021-11-13,21035,11999,8937
4111001,Itambaracá,6516,2021-11-13,10705,5614,4629
4111308,Itaúna do Sul,2700,2021-11-13,5659,2907,2463
4111407,Ivaí,14049,2021-11-13,19770,10901,8368
4111555,Ivaté,8294,2021-11-13,9586,5301,3976
4111704,Jaboti,5332,2021-11-13,8292,4392,3595
4112108,Jandaia do Sul,21281,2021-11-13,35525,19320,14771
4112306,Japira,4929,2021-11-13,7904,4229,3454
4112405,Japurá,9573,2021-11-13,14165,7420,6338
4112702,Jataizinho,12687,2021-11-13,18994,10682,8026
4113106,Kaloré,3996,2021-11-13,7483,3843,3241
4113205,Lapa,48651,2021-11-13,68897,37309,29747
4113403,Leópolis,3896,2021-11-13,6928,3528,3061
4113502,Loanda,23393,2021-11-13,29348,15790,12782
4113759,Lunardelli,4695,2021-11-13,9432,4883,4166
4113809,Lupionópolis,4969,2021-11-13,7263,3928,3112
4114302,Mandirituba,27750,2021-11-13,27557,15979,11981
4114708,Maria Helena,5593,2021-11-13,9164,4992,3942
4114807,Marialva,36103,2021-11-13,58504,32060,24789
4115804,Medianeira,46940,2021-11-13,54030,30348,23222
4116059,Missal,10706,2021-11-13,17976,9657,7859
4116901,Nova Esperança,28062,2021-11-13,47346,24970,20833
4116950,Nova Esperança do Sudoeste,5014,2021-11-13,7054,3733,3136
4117008,Nova Fátima,8120,2021-11-13,11811,6304,5154
4117057,Nova Laranjeiras,11462,2021-11-13,15177,8450,6318
4117214,Nova Santa Bárbara,4304,2021-11-13,5103,2678,2225
4117222,Nova Santa Rosa,8311,2021-11-13,10965,6129,4500
4117255,Nova Prata do Iguaçu,10540,2021-11-13,14192,7424,6333
4117701,Palmeira,34109,2021-11-13,44865,25975,18655
4117909,Palotina,32389,2021-11-13,47518,26859,19381
4118006,Paraíso do Norte,14211,2021-11-13,22545,12068,9982
4118105,Paranacity,11685,2021-11-13,16821,9030,7508
4118709,Paulo Frontin,7418,2021-11-13,10602,5654,4663
4118857,Perobal,6194,2021-11-13,12635,6834,5590
4119004,Pérola d'Oeste,6232,2021-11-13,9175,4681,4102
4119103,Piên,13015,2021-11-13,16833,9690,7292
4119202,Pinhalão,6323,2021-11-13,10881,6237,4653
4119251,Pinhal de São Bento,2742,2021-11-13,3691,1991,1654
4119509,Piraquara,116852,2021-11-13,122914,69554,51671
4120002,Porecatu,12587,2021-11-13,20799,10799,9276
4120101,Porto Amazonas,4899,2021-11-13,6136,3443,2758
4120150,Porto Barreiro,3133,2021-11-13,4908,2484,2195
4120507,Primeiro de Maio,11138,2021-11-13,14066,8368,5813
4120705,Quatiguá,7504,2021-11-13,14660,7861,6621
4120853,Quatro Pontes,4043,2021-11-13,7091,3833,3039
4120903,Quedas do Iguaçu,34707,2021-11-13,46194,25378,19349
4121000,Querência do Norte,12257,2021-11-13,17208,9323,7568
4121208,Quitandinha,19388,2021-11-13,29788,16115,13640
4121406,Realeza,16976,2021-11-13,30517,16256,13251
4121802,Ribeirão Claro,10622,2021-11-13,17206,9441,7782
4121901,Ribeirão do Pinhal,12869,2021-11-13,20643,11221,8599
4122008,Rio Azul,15433,2021-11-13,21613,12147,8968
4122206,Rio Branco do Sul,32635,2021-11-13,48005,28685,20252
4122503,Roncador,9447,2021-11-13,17261,9422,7477
4122651,Rosário do Ivaí,4595,2021-11-13,9887,5268,4312
4122800,Salgado Filho,3389,2021-11-13,6966,3528,3139
4123105,Santa Amélia,3208,2021-11-13,5311,2756,2366
4123600,Santa Inês,1568,2021-11-13,3045,1555,1367
4123709,Santa Isabel do Ivaí,8484,2021-11-13,13054,6745,5728
4123808,Santa Izabel do Oeste,14924,2021-11-13,19738,10340,8665
4123824,Santa Lúcia,3795,2021-11-13,6133,3328,2606
4123956,Santa Mônica,4052,2021-11-13,4690,2660,2084
4124004,Santana do Itararé,4916,2021-11-13,8839,4828,3942
4124020,Santa Tereza do Oeste,10055,2021-11-13,16924,9297,7518
4124400,Santo Antônio do Sudoeste,20354,2021-11-13,27158,14608,11895
4124509,Santo Inácio,5422,2021-11-13,8825,4720,3924
4124608,São Carlos do Ivaí,6961,2021-11-13,9123,5376,3775
4124806,São João,10122,2021-11-13,15459,8049,6813
4125100,São João do Triunfo,15359,2021-11-13,21459,11562,9634
4125407,São José da Boa Vista,6115,2021-11-13,9641,4838,4443
4125456,São José das Palmeiras,3601,2021-11-13,6539,3577,2831
4126009,São Sebastião da Amoreira,8865,2021-11-13,12182,6474,5510
4126108,São Tomé,5778,2021-11-13,9246,4922,4098
4126207,Sapopema,6708,2021-11-13,8566,4656,3861
4126355,Serranópolis do Iguaçu,4460,2021-11-13,8338,4513,3562
4126504,Sertanópolis,16456,2021-11-13,23191,12931,10340
4126652,Sulina,2880,2021-11-13,5337,2699,2334
4127007,Teixeira Soares,12761,2021-11-13,14432,7980,6433
4127205,Terra Boa,17304,2021-11-13,26879,15195,11107
4127601,Tijucas do Sul,17295,2021-11-13,25113,13003,11143
4127858,Três Barras do Paraná,12036,2021-11-13,14778,8395,6095
4127957,Tupãssi,8105,2021-11-13,10142,5624,4215
4128401,Uraí,11233,2021-11-13,16808,8733,7541
4128559,Vera Cruz do Oeste,8389,2021-11-13,13681,7429,5731
4128625,Alto Paraíso,2630,2021-11-13,5053,2772,2142
4128633,Doutor Ulysses,5525,2021-11-13,5935,3603,2347
4200051,Abdon Batista,2534,2021-11-13,4425,2135,1989
4200101,Abelardo Luz,18015,2021-11-13,25505,13921,11163
4200408,Água Doce,7160,2021-11-13,10969,5948,4699
4200507,Águas de Chapecó,6544,2021-11-13,9983,5312,4401
4200556,Águas Frias,2341,2021-11-13,4983,2432,2242
4200606,Águas Mornas,6646,2021-11-13,11534,5956,5195
4200804,Anchieta,5477,2021-11-13,10341,5310,4617
4200903,Angelina,4686,2021-11-13,9209,4791,4234
4201000,Anita Garibaldi,6783,2021-11-13,11875,6231,5283
4201109,Anitápolis,3223,2021-11-13,6189,3262,2800
4201257,Apiúna,10951,2021-11-13,13911,7586,6100
4201273,Arabutã,4268,2021-11-13,6341,3446,2770
4201505,Armazém,8843,2021-11-13,13614,7376,6035
4201604,Arroio Trinta,3547,2021-11-13,6951,3572,3056
4201703,Ascurra,8021,2021-11-13,10768,5736,4649
4201802,Atalanta,3179,2021-11-13,5287,2823,2334
4201901,Aurora,5687,2021-11-13,9946,5271,4464
4201950,Balneário Arroio do Silva,13782,2021-11-13,18495,9824,7966
4202099,Barra Bonita,1625,2021-11-13,3454,1693,1545
4202156,Belmonte,2712,2021-11-13,4913,2362,2171
4202503,Bom Jardim da Serra,4801,2021-11-13,4655,2714,2002
4202537,Bom Jesus,3104,2021-11-13,3523,2104,1502
4202875,Brunópolis,2318,2021-11-13,4396,2167,1975
4203105,Caibi,6112,2021-11-13,10024,5311,4246
4203154,Calmon,3325,2021-11-13,2218,1412,821
4203402,Campo Belo do Sul,6889,2021-11-13,11594,6378,4961
4203600,Campos Novos,36861,2021-11-13,52729,28237,22826
4203907,Capinzal,23218,2021-11-13,33441,18288,14841
4203956,Capivari de Baixo,25477,2021-11-13,35733,19455,15857
4204004,Catanduvas,11106,2021-11-13,16540,8781,7187
4204152,Celso Ramos,2709,2021-11-13,5274,2630,2402
4204194,Chapadão do Lageado,3025,2021-11-13,3695,1984,1638
4204251,Cocal do Sul,16956,2021-11-13,28831,14840,13247
4204350,Cordilheira Alta,4585,2021-11-13,8090,4316,3526
4204400,Coronel Freitas,9900,2021-11-13,15076,8037,6444
4204707,Cunha Porã,11150,2021-11-13,18772,9691,8485
4204806,Curitibanos,40037,2021-11-13,67646,37877,28916
4204905,Descanso,8136,2021-11-13,16263,8232,7136
4205001,Dionísio Cerqueira,15592,2021-11-13,23114,12675,10015
4205100,Dona Emma,4224,2021-11-13,6793,3635,3027
4205159,Doutor Pedrinho,4164,2021-11-13,6228,3198,2778
4205209,Erval Velho,4423,2021-11-13,7846,4072,3312
4205431,Formosa do Sul,2481,2021-11-13,4623,2327,2044
4205456,Forquilhinha,27621,2021-11-13,42578,23683,18802
4205506,Fraiburgo,36723,2021-11-13,49366,27875,21131
4205555,Frei Rogério,1918,2021-11-13,3423,1883,1398
4206009,Governador Celso Ramos,14739,2021-11-13,24568,13741,10504
4206405,Guaraciaba,9964,2021-11-13,19421,9784,8647
4206603,Guarujá do Sul,5196,2021-11-13,8661,4488,3849
4206652,Guatambú,4692,2021-11-13,10188,5543,4493
4206702,Herval d'Oeste,22820,2021-11-13,35066,18985,15157
4206751,Ibiam,1952,2021-11-13,3783,1942,1664
4206801,Ibicaré,3154,2021-11-13,6296,3144,2792
4206900,Ibirama,19238,2021-11-13,26657,14820,11383
4207007,Içara,58055,2021-11-13,79418,43721,34497
4207403,Imbuia,6284,2021-11-13,10613,5571,4867
4207577,Iomerê,2979,2021-11-13,5635,2823,2574
4207601,Ipira,4367,2021-11-13,7728,4091,3534
4207650,Iporã do Oeste,9093,2021-11-13,16621,8212,7582
4207700,Ipumirim,7647,2021-11-13,11816,6499,5123
4207759,Iraceminha,3901,2021-11-13,6820,3553,3142
4207809,Irani,10575,2021-11-13,16283,8684,7322
4207858,Irati,1887,2021-11-13,3839,1981,1723
4208005,Itá,6091,2021-11-13,10979,5676,4916
4208401,Itapiranga,17139,2021-11-13,28553,14967,13067
4208500,Ituporanga,25619,2021-11-13,33804,18142,15063
4208708,Jacinto Machado,10337,2021-11-13,16202,8742,7033
4208807,Jaguaruna,20547,2021-11-13,32199,17742,13599
4209177,Jupiá,2083,2021-11-13,3974,2139,1677
4209805,Leoberto Leal,2960,2021-11-13,5185,2701,2341
4209854,Lindóia do Sul,4530,2021-11-13,7967,3949,3535
4210001,Luiz Alves,13347,2021-11-13,15053,8405,6400
4210209,Major Gercino,3465,2021-11-13,4884,2516,2226
